timestamp,sda_node_disk_read_bytes_total,sr0_node_disk_read_bytes_total,node_disk_written_bytes_total,/dev/sda2_/boot_ext4_node_filesystem_free_bytes,/dev/sda3_/_xfs_node_filesystem_free_bytes,/dev/sda5_/var_xfs_node_filesystem_free_bytes,tmpfs_/run/lock_tmpfs_node_filesystem_free_bytes,tmpfs_/run/snapd/ns_tmpfs_node_filesystem_free_bytes,tmpfs_/run/user/0_tmpfs_node_filesystem_free_bytes,tmpfs_/run/user/1002_tmpfs_node_filesystem_free_bytes,tmpfs_/run/user/118_tmpfs_node_filesystem_free_bytes,tmpfs_/run/user/502_tmpfs_node_filesystem_free_bytes,tmpfs_/run_tmpfs_node_filesystem_free_bytes,/dev/sda2_/boot_ext4_node_filesystem_size_bytes,/dev/sda3_/_xfs_node_filesystem_size_bytes,/dev/sda5_/var_xfs_node_filesystem_size_bytes,tmpfs_/run/lock_tmpfs_node_filesystem_size_bytes,tmpfs_/run/snapd/ns_tmpfs_node_filesystem_size_bytes,tmpfs_/run/user/0_tmpfs_node_filesystem_size_bytes,tmpfs_/run/user/1002_tmpfs_node_filesystem_size_bytes,tmpfs_/run/user/118_tmpfs_node_filesystem_size_bytes,tmpfs_/run/user/502_tmpfs_node_filesystem_size_bytes,tmpfs_/run_tmpfs_node_filesystem_size_bytes,node_load1,node_memory_MemAvailable_bytes,node_memory_MemTotal_bytes,node_memory_SwapTotal_bytes,node_netstat_Tcp_CurrEstab,node_network_receive_bytes_total,node_network_transmit_bytes_total,node_sockstat_sockets_used,node_sockstat_TCP_tw,0_0_node_cpu_core_throttles_total,0_1_node_cpu_core_throttles_total,1_0_node_cpu_core_throttles_total,1_1_node_cpu_core_throttles_total,2_0_node_cpu_core_throttles_total,2_1_node_cpu_core_throttles_total,3_0_node_cpu_core_throttles_total,3_1_node_cpu_core_throttles_total,4_0_node_cpu_core_throttles_total,4_1_node_cpu_core_throttles_total,5_0_node_cpu_core_throttles_total,5_1_node_cpu_core_throttles_total,6_0_node_cpu_core_throttles_total,6_1_node_cpu_core_throttles_total,7_0_node_cpu_core_throttles_total,7_1_node_cpu_core_throttles_total,node_uname_info
2025-06-25 11:30:00,0.0,0.0,6355464470528.0,209522688.0,37950955520.0,2898361548800.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,3.7,18740051968.0,67130114048.0,146028879872.0,807.0,796059024523.0,415270209541.0,12216.0,2385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-25 11:30:30,24240128.0,0.0,6355585007616.0,209522688.0,37950955520.0,2898408534016.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,3.79,18608979968.0,67130114048.0,146028879872.0,869.0,796080833858.0,415288981892.0,12287.0,2527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-25 11:31:00,255758336.0,0.0,6355836688896.0,209522688.0,37950955520.0,2898396594176.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,4.32,19270512640.0,67130114048.0,146028879872.0,691.0,796199919129.0,415312036628.0,12105.0,2650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-25 11:31:30,14528512.0,0.0,6355973225984.0,209522688.0,37950955520.0,2898443534336.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,4.8,19208577024.0,67130114048.0,146028879872.0,738.0,796209269272.0,415320396373.0,12131.0,2317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-25 11:32:00,6868992.0,0.0,6356026780160.0,209522688.0,37950955520.0,2898429767680.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,4.29,19240083456.0,67130114048.0,146028879872.0,731.0,796218890235.0,415322835301.0,12143.0,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-25 11:32:30,3973120.0,0.0,6356099225600.0,209522688.0,37950955520.0,2898430672896.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,3.44,19756650496.0,67130114048.0,146028879872.0,745.0,796228382414.0,415323993753.0,12256.0,2231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-25 11:33:00,7303168.0,0.0,6356142977024.0,209522688.0,37950955520.0,2898423808000.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,4.79,19472408576.0,67130114048.0,146028879872.0,772.0,796238133557.0,415326807093.0,12191.0,2154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-25 11:33:30,12374016.0,0.0,6356214643200.0,209522688.0,37950955520.0,2898422005760.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,4.77,19569594368.0,67130114048.0,146028879872.0,850.0,796250914181.0,415336645021.0,12344.0,2319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-25 11:34:00,14684160.0,0.0,6356273508352.0,209522688.0,37950955520.0,2898412933120.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,4.21,19223957504.0,67130114048.0,146028879872.0,737.0,796261193400.0,415349969690.0,12147.0,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-06-25 11:34:30,11644928.0,0.0,6356338870272.0,209522688.0,37950955520.0,2898398916608.0,5242880.0,6666813440.0,6713004032.0,6713004032.0,6713004032.0,0.0,6666813440.0,473923584.0,53660876800.0,15807110184960.0,5242880.0,6713012224.0,6713008128.0,6713008128.0,6713008128.0,0.0,6713012224.0,3.49,19826589696.0,67130114048.0,146028879872.0,669.0,796278337151.0,415353664261.0,12086.0,2230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
